,tconst,director(s),cast
1274,tt4648786,['Kasi Lemmons'],"['Leslie Odom Jr.', 'Janelle Monáe', 'Cynthia Erivo', 'Joe Alwyn']"
1275,tt4651460,['Christian Alvart'],"['Til Schweiger', 'Fahri Yardim', 'Özgür Emre Yildirim', 'Luna Schweiger']"
1276,tt4655358,"['Dave Filoni', ""Brian O'Connell""]","['Dee Bradley Baker', ""Terrence 'T.C.' Carson"", 'Matt Lanter', 'Matthew Wood']"
1277,tt4655360,"['Dave Filoni', 'Kyle Dunlevy']","['Dee Bradley Baker', ""Terrence 'T.C.' Carson"", 'Matt Lanter', 'Matthew Wood']"
1278,tt4655362,"['Bosco Ng', 'Dave Filoni']","['Dee Bradley Baker', 'Tom Kane', 'Matt Lanter', 'Matthew Wood']"
1279,tt4655364,"['Dave Filoni', 'Steward Lee']","['Dee Bradley Baker', 'Tom Kane', 'Matt Lanter', 'Matthew Wood']"
1280,tt4669264,['Brad Anderson'],"['Jon Hamm', 'Khalid Benchagra', 'Jay Potter', 'Ania Josse']"
1281,tt4669296,['Jonas Åkerlund'],"['Rory Culkin', 'Emory Cohen', 'Sky Ferreira', 'Jack Kilmer']"
1282,tt4669788,['Mimi Leder'],"['Sam Waterston', 'Felicity Jones', 'Justin Theroux', 'Armie Hammer']"
1283,tt4682136,['Michael Mayer'],"['Annette Bening', 'Corey Stoll', 'Glenn Fleshler', 'Billy Howle']"
1284,tt4682266,['Josh Boone'],"['Alice Braga', 'Maisie Williams', 'Anya Taylor-Joy', 'Charlie Heaton']"
1285,tt4682780,['Eric England'],"['Kurt Fuller', 'Dylan McDermott', 'Sophie Turner', 'Jack Kilmer']"
1286,tt4682804,['Noah Hawley'],"['Natalie Portman', 'Jon Hamm', 'Dan Stevens', 'Zazie Beetz']"
1287,tt4685762,['Zoe Lister-Jones'],"['Gideon Adlon', 'Cailee Spaeny', 'Lovie Simone', 'Zoey Luna']"
1288,tt4685806,['James Oakley'],"['Tim Roth', 'Uma Thurman', 'Susan Traylor', 'Dot Cosgrove']"
1289,tt4687108,['Vincenzo Natali'],"['Patrick Wilson', 'Will Buie Jr.', 'Laysla De Oliveira', 'Avery Whitted']"
1290,tt4693588,['Pierre-François Martin-Laval'],"['Gérard Depardieu', 'Isabelle Nanty', 'Assad Ahmed', 'Mizanur Rahaman']"
1291,tt4701182,['Travis Knight'],"['John Cena', 'Jorge Lendeborg Jr.', 'Hailee Steinfeld', 'Jason Drucker']"
1292,tt4701724,['Nick Park'],"['Timothy Spall', 'Eddie Redmayne', 'Tom Hiddleston', 'Maisie Williams']"
1293,tt4702346,"['Scott Elliott', 'Sid Sadowskyj']","['Llila Vis', 'David Summer', 'Tom Blyth', 'Richard Mason']"
1294,tt4702826,['Emanuel Hoss-Desmarais'],"['Andreas Apergis', 'Toni Collette', 'Matthew Goode', 'Jordan Poole']"
1295,tt4712076,['Hannah Fidell'],"['Tony Revolori', 'Jason Mantzoukas', 'Lora Martinez-Cunningham', 'David DeLao']"
1296,tt4725842,['Olivier Afonso'],"['Denis Lavant', 'Guillaume Canet', 'Manon Azem', 'Camille Razat']"
1297,tt4729430,"['Sergio Pablos', 'Carlos Martínez López']","['Will Sasso', 'J.K. Simmons', 'Jason Schwartzman', 'Rashida Jones']"
1298,tt4730224,['Aaron K. Carter'],"['Mel Novak', 'Frankie Pozos', 'Amanda Rau', 'Aaron Guerrero']"
1299,tt4743226,['Xiao Feng'],"['Bruce Willis', 'Ye Liu', 'Song Seung-heon', 'William Wai-Ting Chan']"
1300,tt4761916,['Stephen Susco'],"['Rebecca Rittenhouse', 'Betty Gabriel', 'Colin Woodell', 'Stephanie Nogueras']"
1301,tt4762824,['Jody Hill'],"['Josh Brolin', 'Scoot McNairy', 'Danny McBride', 'Montana Jordan']"
1302,tt4765240,['Chris Mul'],"['Damson Idris', 'Frank Dillane', 'Vanessa Grasse', 'Catherine Steadman']"
1303,tt4766630,['Michael Steiner'],"['Udo Samel', 'Sunnyi Melles', 'Joel Basman', 'Noémie Schmidt']"
1304,tt4777008,['Joachim Rønning'],"['Michelle Pfeiffer', 'Angelina Jolie', 'Elle Fanning', 'Harris Dickinson']"
1305,tt4779682,['Jon Turteltaub'],"['Cliff Curtis', 'Jason Statham', 'Rainn Wilson', 'Bingbing Li']"
1306,tt4795022,['Balázs Lengyel'],"['József Gyabronka', 'Tibor Pálffy', 'Tamás Keresztes', 'Zétény Varga']"
1307,tt4798836,['Justin Simien'],"['Moses Storm', 'Zaria Kelley', 'Elle Lorraine', 'Corinne Massiah']"
1308,tt4799066,['Scott Speer'],"['Rob Riggle', 'Quinn Shephard', 'Bella Thorne', 'Patrick Schwarzenegger']"
1309,tt4807408,['Robin Bissell'],"['Sam Rockwell', 'Anne Heche', 'Taraji P. Henson', 'Babou Ceesay']"
1310,tt4827558,['Claire Denis'],"['Juliette Binoche', 'André 3000', 'Robert Pattinson', 'Mia Goth']"
1311,tt4827922,['Christopher Cantwell'],"['Mary Elizabeth Winstead', 'Aaron Paul', 'Scoot McNairy', 'Danny Murphy']"
1312,tt4844140,['Justin Kurzel'],"['Essie Davis', 'Nicholas Hoult', 'George MacKay', 'Ben Corbett']"
1313,tt4844148,['Gilles de Maistre'],"['Mélanie Laurent', 'Langley Kirkwood', 'Daniah De Villiers', 'Ryan Mac Lennan']"
1314,tt4844150,['Rachel Talalay'],"['Tom Felton', 'Oona Laurence', 'Tamara Smart', 'Troy Leigh-Anne Johnson']"
1315,tt4858674,['Julia Hart'],"['Giancarlo Esposito', 'Maximiliano Hernández', 'Grace VanderWaal', 'Graham Verchere']"
1316,tt4859168,['Peter Hutchings'],"['Ken Jeong', 'Nina Dobrev', 'Asa Butterfield', 'Maisie Williams']"
1317,tt4867110,['Ann Deborah Fishman'],"['Noah Centineo', 'Christian Hutcherson', 'Nathan Gamble', 'Kendall Ryan Sanders']"
1318,tt4878482,['Anne Fletcher'],"['Jennifer Aniston', 'Odeya Rush', 'Danielle Macdonald', 'Maddie Baillio']"
1319,tt4881806,['J.A. Bayona'],"['Chris Pratt', 'Bryce Dallas Howard', 'Rafe Spall', 'Justice Smith']"
1320,tt4898564,['Savvas D. Michael'],"['Linda Marlowe', 'Steven Berkoff', 'Vas Blackwood', 'Ian Reddington', 'Adam Deacon', 'Omar Shaker', 'Jack Turner']"
1321,tt4912030,['Stephen Williams'],"['J.K. Simmons', 'Olivia Williams', 'Harry Lloyd', 'Nazanin Boniadi']"
1322,tt4912910,['Christopher McQuarrie'],"['Tom Cruise', 'Ving Rhames', 'Simon Pegg', 'Henry Cavill']"
1323,tt4913966,['Michael Chaves'],"['Linda Cardellini', 'Patricia Velasquez', 'Raymond Cruz', 'Marisol Ramirez']"
1324,tt4915672,['Kimble Rendall'],"['Kelsey Grammer', 'Bingbing Li', 'Kellan Lutz', 'Chun Wu']"
1325,tt4916630,['Destin Daniel Cretton'],"['Jamie Foxx', 'Brie Larson', 'Michael B. Jordan', 'Charlie Pye Jr.']"
1326,tt4922674,['Isaac Ezban'],"['Kathleen Quinlan', 'David Harewood', 'Alyssa Diaz', ""Mark O'Brien""]"
1327,tt4925340,['Roberto De Feo'],"['Francesca Cavallin', 'Maurizio Lombardi', 'Ginevra Francesconi', 'Justin Korovkin']"
1328,tt4940416,['Christopher Jenkins'],"['Greg Proops', 'Jim Gaffigan', 'Zendaya', 'Lance Lim']"
1329,tt4943998,['Daniel Minahan'],"['Ian McShane', 'Molly Parker', 'Timothy Olyphant', 'Paula Malcomson']"
1330,tt4949112,['Adina Pintilie'],"['Laura Benson', 'Tómas Lemarquis', 'Christian Bayerlein', 'Grit Uhlemann']"
1331,tt4951982,['Thomas Vinterberg'],"['Peter Simonischek', 'August Diehl', 'Matthias Schoenaerts', 'Léa Seydoux']"
1332,tt4958448,['Alonso Ruizpalacios'],"['Gael García Bernal', 'Simon Russell Beale', 'Lynn Gilmartin', 'Ilse Salas']"
1333,tt4964788,['Asghar Farhadi'],"['Ricardo Darín', 'Penélope Cruz', 'Javier Bardem', 'Eduard Fernández']"
1334,tt4971344,['Jacques Audiard'],"['Joaquin Phoenix', 'John C. Reilly', 'Jake Gyllenhaal', 'Riz Ahmed']"
1335,tt4971408,['Johnny Kevorkian'],"['Abigail Cruttenden', 'David Bradley', 'Sam Gittins', 'Neerja Naik']"
1336,tt4975920,"[""Vincent D'Onofrio""]","['Chris Pratt', 'Dane DeHaan', 'Leila George', 'Jake Schur']"
1337,tt4976192,['York Alec Shackleton'],"['Nicolas Cage', 'Dwayne Cameron', 'Michael Rainey Jr.', 'Sophie Skelton']"
1338,tt4986098,['Lennart Ruff'],"['Tom Wilkinson', 'Sam Worthington', 'Taylor Schilling', 'Agyness Deyn']"
1339,tt4991112,['Philip Gelatt'],"['William Jackson Harper', 'Rebecca Henderson']"
1340,tt4995776,['Gideon Raff'],"['Michael Kenneth Williams', 'Masasa Mbangeni', 'Mbulelo Grootboom', 'Sizo Mahlangu']"
1341,tt5001754,['Lin Oeding'],"['Stephen Lang', 'Garret Dillahunt', 'Jason Momoa', 'Jill Wagner']"
1342,tt5013984,['Nabil Elderkin'],"['John Corbett', 'Terrence Howard', 'Amber Heard', 'Charlie Plummer']"
1343,tt5028340,['Rob Marshall'],"['Emily Mortimer', 'Lin-Manuel Miranda', 'Ben Whishaw', 'Emily Blunt']"
1344,tt5034122,['Robert Siegel'],"['Emily Ratajkowski', 'Spencer Boldman', 'Lucas Salvagno', 'Noah Robbins']"
1345,tt5037840,['Fred Wolf'],"['Alec Baldwin', 'Salma Hayek', 'Jim Gaffigan', 'Joe Manganiello']"
1346,tt5045746,['Rodd Rathjen'],"['Sarm Heng', 'Chan Visal', 'Chheung Vakhim', 'Terb Sophon']"
1347,tt5052474,['Stefano Sollima'],"['Josh Brolin', 'Benicio Del Toro', 'Jeffrey Donovan', 'Isabela Merced']"
1348,tt5057140,['Jeremy Saulnier'],"['Alexander Skarsgård', 'James Badge Dale', 'Jeffrey Wright', 'Riley Keough']"
1349,tt5060166,['Sean Breathnach'],"['Irene Kelleher', 'Claire J. Loy', 'John Ryan Howard', 'Ross Mac Mahon']"
1350,tt5068162,['Carl Hunter'],"['Jenny Agutter', 'Bill Nighy', 'Alice Lowe', 'Sam Riley']"
1351,tt5073642,['Richard Stanley'],"['Nicolas Cage', 'Joely Richardson', 'Madeleine Arthur', 'Elliot Knight']"
1352,tt5075662,['Matthew Butler-Hart'],"['Conleth Hill', 'Alex Hassell', 'Tori Butler-Hart', 'Fisayo Akinade']"
1353,tt5080556,['S. Shankar'],"['Rajinikanth', 'Akshay Kumar', 'Adil Hussain', 'Amy Jackson']"
1354,tt5083738,['Yorgos Lanthimos'],"['Rachel Weisz', 'Olivia Colman', 'Nicholas Hoult', 'Emma Stone']"
1355,tt5085924,['Fritz Böhm'],"['Brad Dourif', 'Liv Tyler', 'Bel Powley', 'Collin Kelly-Sordelet']"
1356,tt5092380,['Daniel Roby'],"['Michel Robin', 'Romain Duris', 'Olga Kurylenko', 'Fantine Harduin']"
1357,tt5092484,['Max Pachman'],"['James Tupper', 'Lynn Collins', 'Josue Aguirre', 'Rigo Sanchez']"
1358,tt5095030,['Peyton Reed'],"['Paul Rudd', 'Michael Peña', 'Walton Goggins', 'Evangeline Lilly']"
1359,tt5096470,['Dean Craig'],"['Olivia Munn', 'Freida Pinto', 'Eleanor Tomlinson', 'Sam Claflin']"
1360,tt5097410,['Marc Lawrence'],"['Shirley MacLaine', 'Anna Kendrick', 'Bill Hader', 'Kingsley Ben-Adir']"
1361,tt5104604,['Wes Anderson'],"['Bob Balaban', 'Bryan Cranston', 'Edward Norton', 'Koyu Rankin']"
1362,tt5113040,"['Chris Renaud', 'Jonathan del Val']","['Harrison Ford', 'Kevin Hart', 'Patton Oswalt', 'Eric Stonestreet']"
1363,tt5114840,['Andy Goddard'],"['Judi Dench', 'Jim Broadbent', 'Eddie Izzard', 'Nigel Lindsay']"
1364,tt5116302,['Ericson Core'],"['Willem Dafoe', 'Christopher Heyerdahl', 'Julianne Nicholson', 'Richard Dormer']"
1365,tt5117428,['Tom Harper'],"['Matt Costello', 'Jessie Buckley', 'Lesley Hart', 'Jane Patterson']"
1366,tt5117670,['Will Gluck'],"['James Corden', 'Domhnall Gleeson', 'Fayssal Bazzi', 'Sia']"
1367,tt5123896,"['Roman Chimienti', 'Tyler Jensen']",['Cecil Baldwin']
1368,tt5125894,['Zara Hayes'],"['Diane Keaton', 'Jacki Weaver', 'Celia Weston', 'Alisha Boe']"
1369,tt5144174,['Robert Connolly'],"['Bruce Spence', 'Eric Bana', ""Genevieve O'Reilly"", ""Keir O'Donnell""]"
1370,tt5149490,['William McGregor'],"['Mark Lewis Jones', 'Richard Harrington', 'Maxine Peake', 'Eleanor Worthington-Cox']"
1371,tt5153288,['Per Fly'],"['Jacqueline Bisset', 'Ben Kingsley', 'Belçim Bilgin', 'Theo James']"
1372,tt5160938,['Craig William Macneill'],"['Jeff Perry', 'Fiona Shaw', 'Chloë Sevigny', 'Kristen Stewart']"
1373,tt5164184,['Anthony Byrne'],"['Joely Richardson', 'Natalie Dormer', 'Emily Ratajkowski', 'Ed Skrein']"
1374,tt5164214,['Gary Ross'],"['Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway', 'Mindy Kaling']"
1375,tt5164432,['Greg Berlanti'],"['Jennifer Garner', 'Josh Duhamel', 'Nick Robinson', 'Katherine Langford']"
1376,tt5177088,['Fede Alvarez'],"['Sverrir Gudnason', 'Claire Foy', 'LaKeith Stanfield', 'Beau Gadsdon']"
1377,tt5178964,['Predrag Antonijevic'],"['Ljubomir Bandovic', 'Nenad Okanovic', 'Vuk Jovanovic', 'Marko Vasiljevic']"
1378,tt5179598,['James Cox'],"['Kevin Spacey', 'Emma Roberts', 'Taron Egerton', 'Ansel Elgort']"
1379,tt5198068,"['Tomm Moore', 'Ross Stewart']","['Sean Bean', 'Simon McBurney', 'Honor Kneafsey', 'Eva Whittaker']"
1380,tt5206260,"['Kris Pearn', 'Cory Evans', 'Rob Lodermeier']","['Maya Rudolph', 'Terry Crews', 'Will Forte', 'Alessia Cara']"
1381,tt5207158,['Milos Avramovic'],"['Dragan Bjelogrlic', 'Nebojsa Glogovac', 'Milos Bikovic', 'Miodrag Radonjic']"
1382,tt5208252,['Chris Weitz'],"['Ben Kingsley', 'Mélanie Laurent', 'Oscar Isaac', 'Lior Raz']"
1383,tt5208950,['Dimitri Logothetis'],"['Sara Malakul Lane', 'Wanderlei Silva', 'Alain Moussi', 'Maxime Savaria']"
1384,tt5209346,['Jennifer Hulum'],"['Julie R. Ølgaard', 'Emily Shah', 'Justin Ray', 'Shelby Lyon']"
1385,tt5215088,['Lazar Bodroza'],"['Sebastian Cavazza', 'Kirsty Besterman', 'Marusa Majer', 'Stoya']"
1386,tt5220122,['Genndy Tartakovsky'],"['Adam Sandler', 'Kevin James', 'Andy Samberg', 'Selena Gomez']"
1387,tt5222768,['Alexandre Espigares'],"['Dominique Pinon', 'Virginie Efira', 'Raphaël Personnaz', 'Frantz Confiac']"
1388,tt5227746,['Victor Danell'],"['Jesper Barkselius', 'Pia Halvorsen', 'Lisa Henni', 'Christoffer Nordenrot']"
1389,tt5238904,['John Murlowski'],"['Calum Worthy', 'Joel Courtney', 'Andi Matichak', 'Katherine McNamara']"
1390,tt5246700,['David M. Rosenthal'],"['Nancy Sorel', 'Nicole Ari Parker', 'Kat Graham', 'Theo James']"
1391,tt5254610,['Scott Mann'],"['Gordon Alexander', 'Alexandra Dinu', 'Martyn Ford', 'Peter Pedrero']"
1392,tt5258074,['Brandon Slagle'],"['Daniel Baldwin', 'Vivica A. Fox', 'Stink Fisher', 'Devanny Pinn']"
1393,tt5259822,['Michael Almereyda'],"['Ethan Hawke', 'Josh Hamilton', 'Eve Hewson', 'Eli A. Smith']"
1394,tt5265980,"[""Colm O'Murchu""]","['Alex McTavish', 'Elly Hiraani Clapin', 'David Hov', 'Mikaela Franco']"
1395,tt5266668,['Mike Gunther'],"['Will Yun Lee', 'Jermaine Love', 'Bertrand-Xavier Corbi', 'Rory Markham']"
1396,tt5267472,['Charles Stone III'],"['Megalyn Echikunwoke', 'Eden Sher', 'Gage Golightly', 'Lyndon Smith']"
1397,tt5273720,"['David Ian McKendry', 'Rebekah McKendry']","['Jonathan Kite', 'Jocelin Donahue', 'Constance Wu', 'Ashley Clements']"
1398,tt5291604,['Giasuddin Selim'],"['Fazlur Rahman Babu', 'Pori Moni', 'Misha Sawdagor', 'Yash Rohan']"
1399,tt5291792,['Laurie Collyer'],"['Melissa Leo', 'Edgar Ramírez', 'Tessa Thompson', 'Erik Griffin']"
1400,tt5294518,['Ciarán Foy'],"['Lili Taylor', 'Max Martini', 'Kelly Reilly', 'Charlie Shotwell']"
1401,tt5294522,['Miles Joris-Peyrafitte'],"['Kerry Condon', 'Travis Fimmel', 'Margot Robbie', 'Finn Cole']"
1402,tt5304664,['Timothy A. Chey'],"['John Savage', 'Mira Sorvino', ""Ricky Sua'ava"", 'Teuira Shanti Napa']"
1403,tt5304992,['Claire Scanlon'],"['Lucy Liu', 'Taye Diggs', 'Glen Powell', 'Zoey Deutch']"
1404,tt5304996,['Henry Dunham'],"['Chris Mulkey', 'James Badge Dale', 'Brian Geraghty', 'Robert Aramayo']"
1405,tt5307870,['Gerard McMurray'],"['Steve Harris', 'Sanaa Lathan', 'Glenn Fleshler', 'Damson Idris']"
1406,tt5311542,['Florian Henckel von Donnersmarck'],"['Sebastian Koch', 'Tom Schilling', 'Paula Beer', 'Saskia Rosendahl']"
1407,tt5314190,['Richard Lanni'],"['Gérard Depardieu', 'Helena Bonham Carter', 'Logan Lerman', 'Jordan Beck']"
1408,tt5314450,['Andrew Heckler'],"['Tom Wilkinson', 'Forest Whitaker', 'Garrett Hedlund', 'Andrea Riseborough']"
1409,tt5316540,['Vicky Jewson'],"['Noomi Rapace', 'Sophie Nélisse', 'Olivia Jewson', 'Abdellatif Chaouqi']"
1410,tt5322168,['Melanie Mayron'],"['Piper Laurie', 'Brooke Adams', 'Emily Baldoni', 'Christopher McVay']"
1411,tt5325684,['Vishal Pandya'],"['Gulshan Grover', 'Swaylee Loughnane', 'Ayvianna Snow', 'Urvashi Rautela']"
1412,tt5342950,['Alistair Banks Griffin'],"['Naomi Watts', 'Jennifer Ehle', 'Emory Cohen', 'Kelvin Harrison Jr.']"
1413,tt5349278,['Anna Foerster'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1414,tt5349282,['Minkie Spiro'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1415,tt5349300,['Mairzee Almas'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1416,tt5349302,['Deborah Chow'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1417,tt5349312,['Millicent Shelton'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1418,tt5349328,['Jet Wilkinson'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1419,tt5349332,['Jennifer Getzinger'],"['Janet McTeer', 'Rachael Taylor', 'Krysten Ritter', 'Leah Gibson']"
1420,tt5349338,['Zetna Fuentes'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1421,tt5349342,['Rosemary Rodriguez'],"['Terry Chen', 'Rachael Taylor', 'Krysten Ritter', 'J.R. Ramirez']"
1422,tt5349348,['Neasa Hardiman'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1423,tt5349356,['Jennifer Lynch'],"['Janet McTeer', 'Rachael Taylor', 'Krysten Ritter', 'Eka Darville']"
1424,tt5349360,['Liz Friedlander'],"['Carrie-Anne Moss', 'Rachael Taylor', 'Krysten Ritter', 'Leah Gibson']"
1425,tt5349376,['Uta Briesewitz'],"['Rachael Taylor', 'Krysten Ritter', 'Eka Darville', 'J.R. Ramirez']"
1426,tt5360952,['Rob Cohen'],"['Ralph Ineson', 'Ryan Kwanten', 'Maggie Grace', 'Toby Kebbell']"
1427,tt5360996,['Garth Davis'],"['Joaquin Phoenix', 'Chiwetel Ejiofor', 'Tahar Rahim', 'Rooney Mara']"
1428,tt5362940,['Craig Roberts'],"['Robert Pugh', 'Sally Hawkins', 'Morfydd Clark', ""Natalie O'Neill""]"
1429,tt5363618,['Darius Marder'],"['Paul Raci', 'Riz Ahmed', 'Lauren Ridloff', 'Olivia Cooke']"
1430,tt5371168,['Ken Scott'],"['Bérénice Bejo', 'Dhanush', 'Erin Moriarty', 'Barkhad Abdi']"
1431,tt5378092,['Oleh Malamuzh'],"['Yuriy Horbunov', 'Aleksey Zavgorodniy', 'Nadezhda Dorofeeva', 'Yevhen Malukha', 'Serhiy Prytula']"
1432,tt5378852,['Ryan Murphy'],"['Penélope Cruz', 'Ricky Martin', 'Edgar Ramírez', 'Darren Criss']"
1433,tt5397194,['Andrew Niccol'],"['Clive Owen', 'Afiya Bennett', 'Jeffrey Men', 'Morgan Allen']"
1434,tt5427194,['Sean McNamara'],"['Helen Hunt', 'William Hurt', 'Erin Moriarty', 'Danika Yarosh']"
1435,tt5431284,['Sean Hanish'],"['Alfred Molina', 'Michelle Monaghan', 'Common', 'Leem Lubany']"
1436,tt5431890,['Gavin Hood'],"['Rhys Ifans', 'Keira Knightley', 'Matthew Goode', 'Matt Smith']"
1437,tt5437928,['Wash Westmoreland'],"['Robert Pugh', 'Fiona Shaw', 'Dominic West', 'Keira Knightley']"
1438,tt5440234,['Michael Trim'],"['Natasha Lyonne', 'Taylor Schilling', 'Danielle Brooks', 'Uzo Aduba']"
1439,tt5440238,['Michael Trim'],"['Natasha Lyonne', 'Taylor Schilling', 'Danielle Brooks', 'Uzo Aduba']"
1440,tt5451118,['Hans Weingartner'],"['Arndt Schwering-Sohnrey', 'Thomas Schmuckert', 'Mala Emde', 'Anton Spieker']"
1441,tt5453522,['Michael G. Cooney'],"['Richard Schiff', 'Mary McCormack', 'Azura Skye', 'Kyle Gallner']"
1442,tt5459382,"['Oded Binnun', 'Mihal Brezis']","['Brian Cox', 'Rosanna Arquette', 'Thora Birch', 'JJ Feild']"
1443,tt5460522,['Justin Kelly'],"['Laura Dern', 'Kristen Stewart', 'Diane Kruger', 'Jim Sturgess']"
1444,tt5460880,['Andrew Fleming'],"['Steve Coogan', 'Paul Rudd', 'Evan Bittencourt', 'Jesse Luken']"
1445,tt5461944,['Anthony Maras'],"['Anupam Kher', 'Dev Patel', 'Nazanin Boniadi', 'Armie Hammer']"
1446,tt5463162,['David Leitch'],"['Josh Brolin', 'Ryan Reynolds', 'Morena Baccarin', 'Julian Dennison']"
1447,tt5466186,['José Padilha'],"['Daniel Brühl', 'Ben Schnetzer', 'Zina Zinchenko', 'Batsheva Dance Company']"
1448,tt5473090,['Stephan Elliott'],"['Kylie Minogue', 'Guy Pearce', 'Jesse Denyer', 'Kotan Jacob']"
1449,tt5474036,['Anurag Kashyap'],"['Abhishek Bachchan', 'Jasmin Bajwa', 'Taapsee Pannu', 'Vicky Kaushal']"
1450,tt5475734,['Denis Delic'],"['Piotr Adamczyk', 'Gabriela Calun', 'Kirk Barker', 'Maciej Cymorek']"
1451,tt5483626,['Gautham Vasudev Menon'],"['Dhanush', 'M. Sasikumar', 'Megha Akash', 'Senthil Veeraasamy']"
1452,tt5493944,"['Chris Bouchard', 'Blake Harris']","['William Moseley', 'Armando Gutierrez', 'Loreto Peralta', 'Poppy Drayton']"
1453,tt5498354,['Mikael Marcimain'],"['Keith David', 'Pearl Mackie', 'Allison Williams', 'Alexander Dreymon']"
1454,tt5501104,['Ali Abbasi'],"['Ann Petrén', 'Eero Milonoff', 'Eva Melander', 'Jörgen Thorsson']"
1455,tt5503686,['Lorene Scafaria'],"['Jennifer Lopez', 'Julia Stiles', 'Constance Wu', 'Mette Towley']"
1456,tt5523010,"['Lasse Hallström', 'Joe Johnston']","['Helen Mirren', 'Morgan Freeman', 'Keira Knightley', 'Mackenzie Foy']"
1457,tt5536610,['Tamara Jenkins'],"['Paul Giamatti', 'Amy Russ', 'Kathryn Hahn', 'Gabrielle Reid']"
1458,tt5538670,['David Albala'],"['Amparo Noguera', 'Benjamín Vicuña', 'Carolina Paulsen', 'Alberto Ellena']"
1459,tt5556054,['Andy De Emmony'],"['Pippa Haywood', 'Matthew Goode', 'Ashley Aufderheide', 'Teddie-Rose Malleson-Allen']"
1460,tt5563334,['Bill Condon'],"['Ian McKellen', 'Helen Mirren', 'Jim Carter', 'Russell Tovey']"
1461,tt5565350,['Daniel Grou'],"['John Kavanagh', 'Gustaf Skarsgård', 'Katheryn Winnick', 'Alexander Ludwig']"
1462,tt5566778,['Josh Gerritsen'],"['Laila Robins', 'Matthew Wilkas', 'Teri Reeves', 'Adam Wade McLaughlin']"
1463,tt5566790,['David Wain'],"[""Annette O'Toole"", 'Harry Groener', 'Frank Gingerich', 'Morgan Gingerich']"
1464,tt5577494,['Chinonye Chukwu'],"['Alfre Woodard', 'Richard Schiff', 'Wendell Pierce', 'Aldis Hodge']"
1465,tt5580266,['George Tillman Jr.'],"['Russell Hornsby', 'Regina Hall', 'Anthony Mackie', 'Amandla Stenberg']"
1466,tt5580392,['Ryan Koo'],"['Michael Rainey Jr.', 'Walter Anaruk', 'Tekola Cornetet', 'Hanna Longo']"
1467,tt5581284,['Caroline Link'],"['Diana Amft', 'Martina Eitner-Acheampong', 'Sönke Möhring', 'Luise Heyer']"
1468,tt5581752,['Federico Alotto'],"['Udo Kier', 'Danny Glover', 'Anamaria Marinca', 'Gianni Capaldi']"
1469,tt5591666,['Mike P. Nelson'],"['Kate Bosworth', 'Tyler Hoechlin', 'Lance Reddick', 'Sonoya Mizuno']"
1470,tt5592796,['Nick Hamm'],"['Judy Greer', 'Lee Pace', 'Jason Sudeikis', 'Isabel Arraiza']"
1471,tt5593384,['Tanel Toom'],"['Priit Võigemast', 'Ester Kuntu', 'Priit Loog', 'Maiken Pius']"
1472,tt5598292,['Lars Klevberg'],"['Samantha Logan', 'Kathryn Prescott', 'Tyler Young', 'Keenan Tracey']"
1473,tt5599480,['Todd Biermann'],"['Danny DeVito', 'Kaitlin Olson', 'Charlie Day', 'Rob McElhenney']"
1474,tt5606664,['Mike Flanagan'],"['Ewan McGregor', 'Cliff Curtis', 'Rebecca Ferguson', 'Kyliegh Curran']"
1475,tt5607096,['Jesse Peretz'],"['Rose Byrne', ""Chris O'Dowd"", ""Kitty O'Beirne"", 'Alex Clatworthy']"
1476,tt5610554,['Jason Reitman'],"['Ron Livingston', 'Charlize Theron', 'Asher Miles Fallica', 'Mackenzie Davis']"
1477,tt5611650,['Cary Joji Fukunaga'],"['Justin Theroux', 'Jonah Hill', 'Emma Stone', 'Sonoya Mizuno']"
1478,tt5611830,['Cary Joji Fukunaga'],"['Justin Theroux', 'Jonah Hill', 'Emma Stone', 'Sonoya Mizuno']"
1479,tt5612280,['Jean-Marc Vallée'],"['Patricia Clarkson', 'Amy Adams', 'Chris Messina', 'Eliza Scanlen']"
